matchId,date,Dust2,Vertigo,Overpass,Inferno,Nuke,Ancient,Mirage,Anubis,name,teamWin,roundsWins
2359239,2022-09-28,removed,removed,other,left,other,picked,other,not_included,NeedDOCTOR,true,32
2359239,2022-09-28,other,other,removed,left,removed,other,picked,not_included,Kyoto,false,11
2359250,2022-09-28,other,left,other,other,removed,picked,removed,not_included,Copenhagen Flames,true,32
2359250,2022-09-28,picked,left,removed,removed,other,other,other,not_included,EC Brugge,false,7
2359146,2022-09-28,other,picked,removed,other,removed,left,other,not_included,Finest,true,32
2359146,2022-09-28,removed,other,other,picked,other,left,removed,not_included,Into the Breach,false,22
2359251,2022-09-28,other,removed,left,other,removed,picked,other,not_included,Lilmix,false,26
2359251,2022-09-28,picked,other,left,removed,other,other,removed,not_included,Illuminar,true,45
2359237,2022-09-28,picked,other,other,other,removed,left,removed,not_included,OG Academy,true,36
2359237,2022-09-28,other,removed,removed,picked,other,left,other,not_included,KTRL,false,33
2359204,2022-09-28,other,removed,picked,removed,left,other,other,not_included,Entropiq,true,35
2359204,2022-09-28,removed,other,other,other,left,removed,picked,not_included,eSuba,false,18
2359249,2022-09-28,other,other,left,removed,other,removed,picked,not_included,Young Ninjas,true,32
2359249,2022-09-28,picked,removed,left,other,removed,other,other,not_included,CENTER,false,15
2359145,2022-09-28,left,picked,other,other,removed,other,removed,not_included,Endpoint,true,35
2359145,2022-09-28,left,other,removed,picked,other,removed,other,not_included,EC Kyiv,false,39
2359203,2022-09-28,left,picked,other,other,removed,removed,other,not_included,Finest,true,32
2359203,2022-09-28,left,other,picked,removed,other,other,removed,not_included,Illuminar,false,19
2359232,2022-09-28,picked,removed,removed,other,other,other,left,not_included,Vendetta,true,44
2359232,2022-09-28,other,other,other,picked,removed,removed,left,not_included,Strife,false,44
2359235,2022-09-28,other,other,removed,left,removed,other,picked,not_included,Villainous,true,49
2359235,2022-09-28,removed,removed,other,left,other,picked,other,not_included,Infinity,false,37
2359134,2022-09-28,picked,removed,removed,other,left,other,other,not_included,Red Wolves,true,40
2359134,2022-09-28,other,other,other,removed,left,picked,removed,not_included,X13,false,37
2359236,2022-09-28,removed,picked,removed,other,left,other,other,not_included,Eros,true,32
2359236,2022-09-28,other,other,other,picked,left,removed,removed,not_included,Earlybirds,false,19
2359231,2022-09-28,left,removed,other,removed,other,other,picked,not_included,Kari,true,49
2359231,2022-09-28,left,other,picked,other,removed,removed,other,not_included,Davenport University,false,42
2359230,2022-09-28,other,picked,left,other,removed,other,removed,not_included,Mythic,true,48
2359230,2022-09-28,removed,other,left,removed,other,picked,other,not_included,Unjustified,false,30
2359133,2022-09-28,picked,left,other,removed,other,removed,other,not_included,Magic School Bus,true,32
2359133,2022-09-28,other,left,removed,other,picked,other,removed,not_included,Snakes Den,false,11
2358806,2022-09-28,removed,left,other,other,removed,other,picked,not_included,Iron Blood,true,38
2358806,2022-09-28,other,left,removed,picked,other,removed,other,not_included,Task Force 141,false,28
2359229,2022-09-28,removed,other,other,picked,left,removed,other,not_included,EG Black,true,32
2359229,2022-09-28,other,removed,removed,other,left,other,picked,not_included,Brazen,false,15
2359225,2022-09-27,removed,picked,left,removed,other,other,other,not_included,Corinthians Academy,true,32
2359225,2022-09-27,other,other,left,other,removed,removed,picked,not_included,AJF,false,22
2359213,2022-09-27,picked,other,removed,other,other,removed,left,not_included,Iron Branch,true,48
2359213,2022-09-27,other,picked,other,removed,removed,other,left,not_included,Anonymo,false,43
2358325,2022-09-27,other,removed,other,picked,left,removed,other,not_included,FaZe,true,41
2358325,2022-09-27,removed,other,picked,other,left,other,removed,not_included,Complexity,false,38
2359212,2022-09-27,removed,removed,left,picked,other,other,other,not_included,ex-SKADE,true,44
2359212,2022-09-27,other,other,left,other,picked,removed,removed,not_included,LDLC,false,38
2358307,2022-09-27,other,removed,other,other,picked,left,removed,not_included,HEET,true,38
2358307,2022-09-27,removed,other,picked,removed,other,left,other,not_included,SINNERS,false,37
2359207,2022-09-27,,,,,,,,,Endpoint,true,0
2359207,2022-09-27,,,,,,,,,K23,false,0
2358326,2022-09-27,other,removed,other,picked,removed,left,other,not_included,Liquid,true,41
2358326,2022-09-27,removed,other,picked,other,other,left,removed,not_included,fnatic,false,39
2359144,2022-09-27,picked,removed,other,left,other,removed,other,not_included,ECLOT,true,32
2359144,2022-09-27,other,other,picked,left,removed,other,removed,not_included,EYEBALLERS,false,11
2359143,2022-09-27,other,other,removed,other,left,removed,picked,not_included,Bad News Eagles,true,41
2359143,2022-09-27,removed,picked,other,removed,left,other,other,not_included,Sprout,false,30
2359220,2022-09-27,removed,other,other,other,picked,removed,left,not_included,VERTEX,true,32
2359220,2022-09-27,other,removed,removed,picked,other,other,left,not_included,CAMO,false,14
2359221,2022-09-27,,,,,,,,,Nut-E,true,0
2359221,2022-09-27,,,,,,,,,yellow,false,0
2359136,2022-09-27,other,left,removed,other,removed,other,picked,not_included,Villainous,true,45
2359136,2022-09-27,removed,left,other,picked,other,removed,other,not_included,LAG,false,23
2359135,2022-09-27,removed,other,picked,left,other,removed,other,not_included,Earlybirds,true,32
2359135,2022-09-27,other,removed,other,left,picked,other,removed,not_included,REIGN,false,23
2358574,2022-09-27,other,removed,left,picked,other,removed,other,not_included,EG Black,true,35
2358574,2022-09-27,picked,other,left,other,removed,other,removed,not_included,Mythic,false,25
2358573,2022-09-27,other,picked,other,left,removed,removed,other,not_included,BHOP,true,32
2358573,2022-09-27,picked,other,removed,left,other,other,removed,not_included,Victorum,false,22
2359215,2022-09-26,other,other,removed,other,left,picked,removed,not_included,Meta BR,true,42
2359215,2022-09-26,picked,removed,other,removed,left,other,other,not_included,River Plate,false,37
2359219,2022-09-26,,,,,,,,,AJF,true,0
2359219,2022-09-26,,,,,,,,,Meta BR,false,0
2359214,2022-09-26,left,removed,other,picked,removed,other,other,not_included,MOB,true,41
2359214,2022-09-26,left,other,removed,other,other,removed,picked,not_included,Ape Gang,false,40
2359218,2022-09-26,picked,removed,removed,other,other,other,left,not_included,Daotsu,true,32
2359218,2022-09-26,other,other,other,removed,removed,picked,left,not_included,Corinthians Academy,false,15
2359196,2022-09-26,other,left,other,removed,other,removed,picked,not_included,OneTap,true,35
2359196,2022-09-26,removed,left,removed,other,picked,other,other,not_included,B8,false,23
2359151,2022-09-26,other,other,removed,picked,removed,left,other,not_included,ECLOT,true,41
2359151,2022-09-26,removed,picked,other,other,other,left,removed,not_included,fnatic Rising,false,39
2358306,2022-09-26,removed,other,other,removed,other,left,picked,not_included,SINNERS,true,49
2358306,2022-09-26,other,picked,removed,other,removed,left,other,not_included,Finest,false,45
2359211,2022-09-26,removed,removed,other,other,other,picked,left,not_included,HOTU,true,41
2359211,2022-09-26,other,other,removed,removed,picked,other,left,not_included,EC Brugge,false,41
2359152,2022-09-26,left,removed,other,picked,removed,other,other,not_included,Sangal,true,40
2359152,2022-09-26,left,other,removed,other,other,picked,removed,not_included,PACT,false,34
2359150,2022-09-26,other,removed,left,removed,other,other,picked,not_included,Aurora,true,35
2359150,2022-09-26,removed,other,left,other,removed,picked,other,not_included,EYEBALLERS,false,23
2358305,2022-09-26,left,removed,other,picked,removed,other,other,not_included,BLUEJAYS,true,32
2358305,2022-09-26,left,other,removed,other,other,picked,removed,not_included,HEET,false,19
2359126,2022-09-26,,,,,,,,,PALOMA,true,0
2359126,2022-09-26,,,,,,,,,Apeks,false,0
2359142,2022-09-26,removed,other,left,other,picked,removed,other,not_included,Sashi,true,32
2359142,2022-09-26,other,picked,left,removed,other,other,removed,not_included,SKADE X,false,20
2359013,2022-09-26,other,removed,other,left,other,removed,picked,not_included,Warriors,true,43
2359013,2022-09-26,picked,other,removed,left,removed,other,other,not_included,Elemental,false,37
2359141,2022-09-26,removed,other,picked,removed,left,other,other,not_included,SINNERS,true,40
2359141,2022-09-26,other,removed,other,other,left,removed,picked,not_included,Hotspurs,false,29
2359012,2022-09-26,other,removed,left,picked,removed,other,other,not_included,KRAKEN,true,32
2359012,2022-09-26,removed,other,left,other,other,removed,picked,not_included,Frontier,false,16
2359137,2022-09-26,left,removed,other,picked,other,other,removed,not_included,Infinity,true,48
2359137,2022-09-26,left,other,removed,other,picked,removed,other,not_included,Take Flyte,false,43
2359216,2022-09-26,removed,other,picked,removed,other,other,left,not_included,Iron Blood,true,40
2359216,2022-09-26,other,removed,other,other,picked,removed,left,not_included,Sojoga,false,33
2359202,2022-09-26,other,other,removed,removed,picked,left,other,not_included,Fluxo,true,32
2359202,2022-09-26,removed,removed,other,other,other,left,picked,not_included,Paquetá,false,25
2359175,2022-09-26,other,other,removed,other,picked,removed,left,not_included,Eros,true,32
2359175,2022-09-26,removed,picked,other,removed,other,other,left,not_included,New Threat,false,20
2359217,2022-09-26,other,other,removed,other,left,removed,picked,not_included,BHOP,true,32
2359217,2022-09-26,removed,picked,other,removed,left,other,other,not_included,Task Force 141,false,21
2358801,2022-09-26,removed,left,picked,other,other,removed,other,not_included,EG Black,true,35
2358801,2022-09-26,other,left,other,picked,removed,other,removed,not_included,Davenport University,false,25
2359194,2022-09-25,picked,removed,other,left,other,removed,other,not_included,Sojoga,true,35
2359194,2022-09-25,other,other,removed,left,removed,other,picked,not_included,BHOP,false,28
2359089,2022-09-25,picked,other,removed,other,other,removed,left,not_included,Fluxo,true,46
2359089,2022-09-25,other,removed,other,removed,picked,other,left,not_included,ODDIK,false,36
2359197,2022-09-25,other,removed,picked,other,other,removed,left,not_included,TeamOne,true,39
2359197,2022-09-25,removed,other,other,picked,removed,other,left,not_included,Nouns,false,29
2359195,2022-09-25,removed,left,picked,removed,other,other,other,not_included,Iron Blood,true,32
2359195,2022-09-25,other,left,other,other,picked,removed,removed,not_included,Task Force 141,false,20
2359111,2022-09-25,other,other,other,left,picked,removed,removed,not_included,Eternal Fire,true,43
2359111,2022-09-25,removed,removed,picked,left,other,other,other,not_included,SINNERS,false,38
2359155,2022-09-25,other,other,other,removed,left,removed,picked,not_included,Anonymo,true,38
2359155,2022-09-25,removed,removed,picked,other,left,other,other,not_included,Into the Breach,false,30
2359172,2022-09-25,other,other,removed,removed,picked,left,other,not_included,Meta BR,true,35
2359172,2022-09-25,removed,picked,other,other,other,left,removed,not_included,Mad Kings,false,20
2359140,2022-09-25,other,other,left,picked,removed,other,removed,not_included,1PIN,true,32
2359140,2022-09-25,removed,removed,left,other,other,picked,other,not_included,HOTU,false,25
2359199,2022-09-25,picked,other,removed,other,removed,other,left,not_included,NAVI Junior,true,41
2359199,2022-09-25,other,removed,other,removed,other,picked,left,not_included,GUESS,false,36
2359154,2022-09-25,left,other,other,removed,other,removed,picked,not_included,Iron Branch,true,35
2359154,2022-09-25,left,removed,picked,other,removed,other,other,not_included,9 Pandas,false,22
2357750,2022-09-25,other,removed,other,picked,other,removed,left,not_included,Liquid,true,35
2357750,2022-09-25,removed,other,picked,other,removed,other,left,not_included,Cloud9,false,27
2359193,2022-09-25,other,other,removed,removed,left,other,picked,not_included,Fluxo,true,44
2359193,2022-09-25,picked,removed,other,other,left,removed,other,not_included,Isurus,false,27
2359102,2022-09-25,other,removed,left,other,picked,other,removed,not_included,ECSTATIC,true,34
2359102,2022-09-25,removed,other,left,picked,other,removed,other,not_included,MASONIC,false,37
2357752,2022-09-25,removed,other,other,removed,picked,other,left,not_included,FURIA,true,32
2357752,2022-09-25,other,removed,picked,other,other,removed,left,not_included,Evil Geniuses,false,23
2359185,2022-09-25,removed,other,left,other,other,removed,picked,not_included,eSuba,true,32
2359185,2022-09-25,other,picked,left,removed,removed,other,other,not_included,BIG Academy,false,18
2359201,2022-09-25,removed,other,other,picked,removed,other,left,not_included,DOGS,true,41
2359201,2022-09-25,other,picked,removed,other,other,removed,left,not_included,EC Brugge,false,31
2357751,2022-09-25,other,picked,other,left,removed,removed,other,not_included,Eternal Fire,true,32
2357751,2022-09-25,removed,other,picked,left,other,other,removed,not_included,Movistar Riders,false,14
2359171,2022-09-25,removed,other,other,left,removed,other,removed,not_included,The Union,true,16
2359171,2022-09-25,other,removed,removed,left,other,removed,other,not_included,River Plate,false,5
2359158,2022-09-25,left,other,picked,other,other,removed,removed,not_included,LDLC,true,36
2359158,2022-09-25,left,removed,other,removed,picked,other,other,not_included,TAG,false,41
2359127,2022-09-25,left,other,other,removed,removed,picked,other,not_included,HOTU,true,35
2359127,2022-09-25,left,removed,picked,other,other,other,removed,not_included,JANO,false,26
2359184,2022-09-25,removed,other,left,other,other,picked,removed,not_included,HONORIS,true,39
2359184,2022-09-25,other,removed,left,picked,removed,other,other,not_included,Enterprise,false,31
2359198,2022-09-25,other,removed,other,removed,other,picked,left,not_included,GUESS,true,41
2359198,2022-09-25,removed,other,picked,other,removed,other,left,not_included,MixUA,false,34
2359192,2022-09-25,other,removed,other,other,removed,left,picked,not_included,Paquetá,true,35
2359192,2022-09-25,picked,other,removed,removed,other,left,other,not_included,Sharks,false,29
2359188,2022-09-25,removed,removed,picked,other,left,other,other,not_included,DOGS,true,32
2359188,2022-09-25,other,other,other,removed,left,picked,removed,not_included,UNGENTIUM,false,20
2359189,2022-09-25,other,removed,left,other,other,removed,picked,not_included,MostValuablePlayers,true,32
2359189,2022-09-25,removed,other,left,removed,picked,other,other,not_included,Flames Shieldmaidens,false,18
2359187,2022-09-25,other,picked,removed,removed,left,other,other,not_included,EC Brugge,true,32
2359187,2022-09-25,removed,other,other,other,left,removed,picked,not_included,Nemiga,false,23
2359110,2022-09-25,other,picked,removed,other,left,removed,other,not_included,Eternal Fire,true,48
2359110,2022-09-25,removed,other,other,removed,left,other,picked,not_included,MOUZ,false,45
2359101,2022-09-25,other,other,other,picked,removed,left,removed,not_included,MASONIC,true,32
2359101,2022-09-25,picked,removed,removed,other,other,left,other,not_included,HAVU,false,24
2359183,2022-09-25,other,other,removed,removed,other,picked,left,not_included,los kogutos,true,41
2359183,2022-09-25,picked,removed,other,other,removed,other,left,not_included,ex-SKADE,false,34
2359200,2022-09-25,left,other,removed,other,removed,other,picked,not_included,TRAFFIC Tashkent,true,35
2359200,2022-09-25,left,removed,other,picked,other,removed,other,not_included,STORM,false,26
2359181,2022-09-25,picked,other,removed,other,other,left,picked,not_included,Nixuh,true,54
2359181,2022-09-25,other,picked,other,removed,picked,left,other,not_included,Bravado,false,34
2359100,2022-09-25,removed,other,picked,other,other,left,removed,not_included,ECSTATIC,true,32
2359100,2022-09-25,other,removed,other,removed,picked,left,other,not_included,ENCE,false,26
2359109,2022-09-25,removed,other,left,other,removed,other,picked,not_included,SINNERS,true,44
2359109,2022-09-25,other,removed,left,picked,other,removed,other,not_included,ex-SKADE,false,31
2359179,2022-09-25,removed,picked,other,other,removed,other,left,not_included,AirBNB Incident,true,32
2359179,2022-09-25,other,other,removed,picked,other,removed,left,not_included,gold medalists,false,23
2359164,2022-09-25,other,left,removed,picked,removed,other,other,not_included,Nouns,true,48
2359164,2022-09-25,removed,left,other,other,other,removed,picked,not_included,Strife,false,38
2359191,2022-09-25,removed,removed,left,other,removed,other,other,not_included,Iron Blood,true,19
2359191,2022-09-25,other,other,left,removed,other,removed,removed,not_included,Mythic,false,15
2359190,2022-09-25,other,removed,other,other,left,removed,removed,not_included,Sojoga,true,16
2359190,2022-09-25,removed,other,removed,removed,left,other,other,not_included,Kari,false,14
2359178,2022-09-25,other,picked,left,removed,removed,other,other,not_included,AirBNB Incident,true,35
2359178,2022-09-25,removed,other,left,other,other,picked,removed,not_included,blingus,false,26
2359186,2022-09-24,other,removed,removed,left,other,other,picked,not_included,Black Dragons fe,true,32
2359186,2022-09-24,picked,other,other,left,removed,removed,other,not_included,W7M fe,false,20
2359168,2022-09-24,other,left,other,other,removed,removed,picked,not_included,Paquetá,true,32
2359168,2022-09-24,removed,left,removed,picked,other,other,other,not_included,ODDIK,false,20
2359163,2022-09-24,left,removed,removed,other,other,other,picked,not_included,TeamOne,true,32
2359163,2022-09-24,left,other,other,removed,picked,removed,other,not_included,EG White,false,20
2359170,2022-09-24,picked,removed,removed,other,left,other,other,not_included,MOB,true,46
2359170,2022-09-24,other,other,other,removed,left,removed,picked,not_included,Furious,false,36
2359167,2022-09-24,other,other,removed,other,picked,removed,left,not_included,Sharks,true,32
2359167,2022-09-24,removed,removed,other,picked,other,other,left,not_included,Daotsu,false,20
2359157,2022-09-24,left,picked,other,other,other,removed,removed,not_included,OneTap,true,41
2359157,2022-09-24,left,other,removed,picked,removed,other,other,not_included,X,false,44
2359156,2022-09-24,other,picked,removed,left,other,other,removed,not_included,B8,true,32
2359156,2022-09-24,removed,other,other,left,removed,picked,other,not_included,ARCRED,false,24
2359166,2022-09-24,other,other,removed,picked,left,other,removed,not_included,Fluxo,true,43
2359166,2022-09-24,picked,removed,other,other,left,removed,other,not_included,Corinthians,false,35
2359120,2022-09-24,removed,other,left,picked,other,other,removed,not_included,Into the Breach,true,32
2359120,2022-09-24,other,removed,left,other,picked,removed,other,not_included,eSuba,false,19
2357749,2022-09-24,other,left,picked,removed,removed,other,other,not_included,Cloud9,true,32
2357749,2022-09-24,removed,left,other,other,other,removed,picked,not_included,FURIA,false,22
2359128,2022-09-24,removed,removed,left,picked,other,other,other,not_included,ex-SKADE,true,32
2359128,2022-09-24,other,other,left,other,picked,removed,removed,not_included,LF0,false,28
2359169,2022-09-24,left,removed,other,removed,other,other,removed,not_included,Isurus,true,16
2359169,2022-09-24,left,other,removed,other,removed,removed,other,not_included,Ape Gang,false,8
2359108,2022-09-24,left,other,other,removed,other,removed,removed,not_included,Eternal Fire,true,16
2359108,2022-09-24,left,removed,removed,other,removed,other,other,not_included,0to100,false,5
2359153,2022-09-24,other,other,removed,other,left,removed,picked,not_included,EC Brugge,true,32
2359153,2022-09-24,picked,removed,other,removed,left,other,other,not_included,LeeK,false,11
2359119,2022-09-24,other,removed,other,left,picked,removed,other,not_included,K23,true,37
2359119,2022-09-24,removed,other,picked,left,other,other,removed,not_included,HONORIS,false,42
2359099,2022-09-24,removed,other,removed,removed,other,left,other,not_included,ENCE,true,16
2359099,2022-09-24,other,removed,other,other,removed,left,removed,not_included,777,false,13
2357748,2022-09-24,left,picked,other,other,other,removed,removed,not_included,Eternal Fire,true,32
2357748,2022-09-24,left,other,removed,picked,removed,other,other,not_included,Liquid,false,24
2359182,2022-09-24,other,other,removed,left,removed,other,picked,not_included,SC,true,32
2359182,2022-09-24,removed,picked,other,left,other,removed,other,not_included,Levadia,false,21
2359165,2022-09-24,picked,removed,other,other,left,removed,other,not_included,Isurus,true,32
2359165,2022-09-24,other,other,removed,removed,left,other,picked,not_included,Meta BR,false,24
2359098,2022-09-24,other,removed,left,removed,other,removed,other,not_included,777,true,19
2359098,2022-09-24,removed,other,left,other,removed,other,removed,not_included,Copenhagen Flames,false,16
2359097,2022-09-24,other,removed,other,other,left,removed,removed,not_included,HAVU,true,16
2359097,2022-09-24,removed,other,removed,removed,left,other,other,not_included,ENCE,false,13
2359180,2022-09-24,other,removed,other,picked,other,removed,left,not_included,Nixuh,true,32
2359180,2022-09-24,picked,other,removed,other,removed,other,left,not_included,Goliath,false,13
2359107,2022-09-24,other,removed,removed,other,other,removed,left,not_included,0to100,true,16
2359107,2022-09-24,removed,other,other,removed,removed,other,left,not_included,Strive in chaos,false,6
2359067,2022-09-24,other,removed,removed,other,left,removed,other,not_included,HAVU,true,16
2359067,2022-09-24,removed,other,other,removed,left,other,removed,not_included,Copenhagen Flames,false,12
2357747,2022-09-24,other,removed,picked,left,other,removed,other,not_included,Evil Geniuses,true,32
2357747,2022-09-24,removed,other,other,left,picked,other,removed,not_included,Movistar Riders,false,17
2359118,2022-09-24,picked,other,left,other,other,removed,removed,not_included,Illuminar,true,32
2359118,2022-09-24,other,removed,left,removed,picked,other,other,not_included,los kogutos,false,10
2359106,2022-09-24,removed,removed,other,left,removed,other,other,not_included,ex-SKADE,true,16
2359106,2022-09-24,other,other,removed,left,other,removed,removed,not_included,Eternal Fire,false,11
2359066,2022-09-24,removed,other,removed,removed,left,other,other,not_included,ENCE,true,16
2359066,2022-09-24,other,removed,other,other,left,removed,removed,not_included,777,false,6
2358957,2022-09-24,other,other,removed,left,other,removed,removed,not_included,Eternal Fire,true,16
2358957,2022-09-24,removed,removed,other,left,removed,other,other,not_included,Strive in chaos,false,6
2359177,2022-09-24,left,other,removed,picked,other,removed,other,not_included,gold medalists,true,32
2359177,2022-09-24,left,removed,other,other,removed,other,picked,not_included,AirBNB Incident,false,11
2359176,2022-09-24,removed,removed,other,left,other,picked,other,not_included,blingus,true,32
2359176,2022-09-24,other,other,removed,left,picked,other,removed,not_included,Ozone,false,12
2358956,2022-09-24,removed,removed,other,left,removed,other,other,not_included,ex-SKADE,true,16
2358956,2022-09-24,other,other,removed,left,other,removed,removed,not_included,0to100,false,9
2359174,2022-09-24,removed,other,left,removed,other,other,removed,not_included,blingus,false,7
2359174,2022-09-24,other,removed,left,other,removed,removed,other,not_included,AirBNB Incident,true,16
2359173,2022-09-24,left,other,removed,other,removed,removed,other,not_included,gold medalists,true,16
2359173,2022-09-24,left,removed,other,removed,other,other,removed,not_included,Ozone,false,9
2359162,2022-09-24,removed,removed,other,left,other,removed,other,not_included,EG White,true,16
2359162,2022-09-24,other,other,removed,left,removed,other,removed,not_included,ATK,false,13
2358569,2022-09-24,picked,removed,other,removed,left,other,other,not_included,TeamOne,true,32
2358569,2022-09-24,other,other,picked,other,left,removed,removed,not_included,Brazen,false,12
2359161,2022-09-24,,,,,,,,,EG White,true,0
2359161,2022-09-24,,,,,,,,,Brazen,false,0
2359160,2022-09-24,removed,removed,other,other,other,removed,left,not_included,Strife,true,16
2359160,2022-09-24,other,other,removed,removed,removed,other,left,not_included,ATK,false,12
2358572,2022-09-24,other,removed,other,removed,left,picked,other,not_included,Vendetta,true,32
2358572,2022-09-24,removed,other,removed,other,left,other,picked,not_included,Detonate,false,24
2359132,2022-09-24,other,other,removed,removed,removed,other,left,not_included,ATK,true,16
2359132,2022-09-24,removed,removed,other,other,other,removed,left,not_included,Brazen,false,2
2359131,2022-09-24,removed,other,removed,left,removed,other,other,not_included,Strife,true,19
2359131,2022-09-24,other,removed,other,left,other,removed,removed,not_included,EG White,false,17
2359048,2022-09-23,other,removed,removed,other,picked,left,other,not_included,ODDIK,true,32
2359048,2022-09-23,removed,other,other,picked,other,left,removed,not_included,Boca Juniors,false,18
2359149,2022-09-23,other,removed,other,left,removed,other,removed,not_included,Nouns,true,16
2359149,2022-09-23,removed,other,removed,left,other,removed,other,not_included,BHOP,false,11
2359125,2022-09-23,other,removed,other,left,other,removed,removed,not_included,Isurus,true,16
2359125,2022-09-23,removed,other,removed,left,removed,other,other,not_included,Mad Kings,false,3
2359139,2022-09-23,removed,other,removed,left,removed,other,other,not_included,BHOP,true,16
2359139,2022-09-23,other,removed,other,left,other,removed,removed,not_included,Sojoga,false,12
2359124,2022-09-23,left,other,removed,other,removed,other,removed,not_included,The Union,true,16
2359124,2022-09-23,left,removed,other,removed,other,removed,other,not_included,Furious,false,6
2359047,2022-09-23,left,removed,picked,removed,other,other,other,not_included,Paquetá,true,32
2359047,2022-09-23,left,other,other,other,removed,removed,picked,not_included,FURIA Academy,false,20
2359105,2022-09-23,removed,other,left,other,removed,other,removed,not_included,SINNERS,true,16
2359105,2022-09-23,other,removed,left,removed,other,removed,other,not_included,ONYX,false,2
2359138,2022-09-23,other,removed,other,removed,other,removed,left,not_included,TeamOne,true,16
2359138,2022-09-23,removed,other,removed,other,removed,other,left,not_included,Nouns,false,7
2359078,2022-09-23,picked,removed,removed,other,left,other,other,not_included,LeeK,true,41
2359078,2022-09-23,other,other,other,picked,left,removed,removed,not_included,MASONIC,false,38
2359123,2022-09-23,left,other,other,removed,other,removed,removed,not_included,River Plate,true,16
2359123,2022-09-23,left,removed,removed,other,removed,other,other,not_included,MOB,false,10
2359088,2022-09-23,other,removed,other,removed,picked,other,left,not_included,ODDIK,true,38
2359088,2022-09-23,picked,other,removed,other,other,removed,left,not_included,Daotsu,false,27
2359104,2022-09-23,other,removed,removed,removed,left,other,other,not_included,MOUZ,true,16
2359104,2022-09-23,removed,other,other,other,left,removed,removed,not_included,SINNERS,false,14
2357746,2022-09-23,removed,left,other,picked,other,removed,other,not_included,FURIA,true,39
2357746,2022-09-23,other,left,removed,other,removed,other,picked,not_included,Liquid,false,30
2359130,2022-09-23,other,removed,other,removed,left,other,removed,not_included,TeamOne,true,25
2359130,2022-09-23,removed,other,removed,other,left,removed,other,not_included,BHOP,false,23
2359117,2022-09-23,other,removed,other,picked,removed,other,left,not_included,Enterprise,true,43
2359117,2022-09-23,picked,other,removed,other,other,removed,left,not_included,Apeks,false,24
2359083,2022-09-23,left,other,other,picked,other,removed,removed,not_included,LDLC,true,40
2359083,2022-09-23,left,removed,picked,other,removed,other,other,not_included,ALTERNATE aTTaX,false,34
2359113,2022-09-23,other,removed,picked,removed,left,other,other,not_included,HOTU,true,35
2359113,2022-09-23,removed,other,other,other,left,removed,picked,not_included,Zero Tenacity,false,28
2359114,2022-09-23,,,,,,,,,Edward's Team,true,48
2359114,2022-09-23,,,,,,,,,markeloff's Team,false,32
2359103,2022-09-23,removed,other,other,removed,left,removed,other,not_included,ONYX,true,19
2359103,2022-09-23,other,removed,removed,other,left,other,removed,not_included,Nexus,false,16
2359122,2022-09-23,other,removed,other,other,removed,removed,left,not_included,Ape Gang,true,16
2359122,2022-09-23,removed,other,removed,removed,other,other,left,not_included,Meta BR,false,12
2359057,2022-09-23,other,other,removed,left,removed,other,picked,not_included,ECLOT,true,43
2359057,2022-09-23,removed,removed,other,left,other,picked,other,not_included,9 Pandas,false,45
2359129,2022-09-23,removed,other,removed,left,removed,other,other,not_included,Nouns,true,16
2359129,2022-09-23,other,removed,other,left,other,removed,removed,not_included,Sojoga,false,11
2359081,2022-09-23,removed,other,picked,other,other,removed,left,not_included,Into the Breach,true,32
2359081,2022-09-23,other,removed,other,removed,picked,other,left,not_included,xDDDD,false,21
2359082,2022-09-23,removed,other,removed,other,left,picked,other,not_included,ARCRED,true,35
2359082,2022-09-23,other,removed,other,picked,left,other,removed,not_included,NeedDOCTOR,false,21
2359073,2022-09-23,other,other,other,removed,removed,left,picked,not_included,Aurora,true,35
2359073,2022-09-23,picked,removed,removed,other,other,left,other,not_included,B8,false,29
2358955,2022-09-23,removed,other,other,other,removed,removed,left,not_included,SINNERS,true,16
2358955,2022-09-23,other,removed,removed,removed,other,other,left,not_included,Nexus,false,10
2359116,2022-09-23,other,left,picked,removed,other,removed,other,not_included,BIG Academy,true,45
2359116,2022-09-23,removed,left,other,other,picked,other,removed,not_included,FTW,false,25
2359096,2022-09-23,other,other,removed,other,left,removed,removed,not_included,MASONIC,true,16
2359096,2022-09-23,removed,removed,other,removed,left,other,other,not_included,Lilmix,false,7
2359072,2022-09-23,removed,other,left,picked,removed,other,other,not_included,EYEBALLERS,true,32
2359072,2022-09-23,other,removed,left,other,other,removed,picked,not_included,OneTap,false,19
2359046,2022-09-23,,,,,,,,,Fluxo,true,0
2359046,2022-09-23,,,,,,,,,Arvum,false,0
2357745,2022-09-23,other,removed,picked,left,removed,other,other,not_included,Evil Geniuses,true,32
2357745,2022-09-23,picked,other,other,left,other,removed,removed,not_included,Eternal Fire,false,13
2359045,2022-09-23,picked,other,removed,removed,other,left,other,not_included,Sharks,true,32
2359045,2022-09-23,other,removed,other,other,picked,left,removed,not_included,WINDINGO,false,19
2358954,2022-09-23,other,other,removed,other,removed,left,removed,not_included,MOUZ,true,16
2358954,2022-09-23,removed,removed,other,removed,other,left,other,not_included,ONYX,false,1
2359095,2022-09-23,removed,other,other,removed,removed,other,left,not_included,Lilmix,true,16
2359095,2022-09-23,other,removed,removed,other,other,removed,left,not_included,DUSTY,false,6
2359094,2022-09-23,other,removed,left,removed,other,other,removed,not_included,ECSTATIC,true,19
